study,cohort,demo_race,demo_gender,demo_firstgen,bedtime_mssd,TotalSleepTime,midpoint_sleep,frac_nights_with_data,daytime_sleep,cum_gpa,term_gpa
5,lac1,1.0,0.0,0.0,0.190095486,391.32,410.76,0.862068966,30.76,3.29,3.51
5,lac1,0.0,0.0,0.0,0.292408633,365.9166667,501.1041667,0.827586207,28.16666667,3.72,3.81
5,lac1,1.0,0.0,0.0,0.19883031,342.4545455,468.6136364,0.75862069,21.95454545,3.76,3.8
5,lac1,1.0,0.0,0.0,0.093117205,293.4827586,395.2068966,1.0,31.89655172,4.0,3.77
5,lac1,1.0,1.0,0.0,0.090083617,411.3103448,373.1206897,1.0,18.65517241,4.0,3.4
5,lac1,1.0,1.0,0.0,0.6172032297499999,477.9230769,370.3461538,0.896551724,22.03846154,3.48,3.83
5,lac1,1.0,1.0,0.0,0.090260417,447.6551724,448.3448276,1.0,18.96551724,3.07,2.43
5,lac1,0.0,1.0,0.0,0.21185109,444.2857143,318.3928571,0.965517241,22.10714286,3.71,3.79
5,lac1,1.0,1.0,0.0,0.040935374,443.3793103,367.2068966,1.0,13.79310345,3.8,4.0
5,lac1,1.0,1.0,0.0,0.109464444,401.0769231,420.6923077,0.896551724,11.42307692,3.74,3.39
5,lac1,1.0,0.0,0.0,0.129549992,412.5357143,361.0714286,0.965517241,14.75,3.76,3.55
5,lac1,1.0,0.0,0.0,0.6172032297499999,442.0909091,576.3641193625001,0.379310345,14.09090909,3.46,3.5
5,lac1,1.0,1.0,0.0,0.087405961,406.52,358.1,0.862068966,39.0,3.72,3.06
5,lac1,1.0,1.0,0.0,0.152065333,445.9230769,322.0961538,0.896551724,14.26923077,4.0,4.0
5,lac1,1.0,1.0,0.0,0.057516652,406.2758621,473.0,1.0,5.862068966,3.23,3.59
5,lac1,1.0,1.0,0.0,0.6172032297499999,421.5,576.3641193625001,0.482758621,46.5,3.2,1.69
5,lac1,1.0,1.0,0.0,0.26249783,362.9411765,496.5882353,0.586206897,18.11764706,2.62,2.46
5,lac1,1.0,1.0,0.0,0.102636412,362.3928571,440.6785714,0.965517241,50.57142857,3.0,3.41
5,lac1,1.0,0.0,0.0,0.02063244,439.862069,321.6724138,1.0,13.4137931,3.46,4.0
5,lac1,1.0,1.0,0.0,0.207263322,379.4827586,423.4137931,1.0,14.20689655,4.0,3.56
5,lac1,1.0,1.0,0.0,0.094479101,377.8333333,395.6666667,0.827586207,23.83333333,4.0,4.0
5,lac1,1.0,1.0,0.0,0.030682752,424.7241379,346.8103448,1.0,11.65517241,3.79,4.0
5,lac1,1.0,1.0,0.0,0.253243802,433.3043478,460.1304348,0.793103448,25.39130435,1.21,2.32
5,lac1,0.0,0.0,0.0,0.427612026,382.4642857,539.5535714,0.965517241,37.07142857,2.65,3.53
5,lac1,0.0,0.0,0.0,0.6172032297499999,399.4705882,560.5882353,0.586206897,29.52941176,1.94,1.79
5,lac1,1.0,1.0,1.0,0.355330813,359.5,444.1875,0.827586207,23.83333333,3.4,3.69
5,lac1,0.0,0.0,1.0,0.6172032297499999,303.4230769,545.5576923,0.896551724,29.53846154,1.91,2.98
5,lac1,1.0,1.0,0.0,0.142523531,377.5652174,439.3478261,0.793103448,49.43478261,3.21,3.3
5,lac1,1.0,1.0,0.0,0.036193294,400.1851852,344.2037037,0.931034483,10.59259259,2.93,3.06
5,lac1,1.0,1.0,0.0,0.242782369,393.5217391,376.1304348,0.793103448,39.86956522,3.81,3.6
5,lac1,1.0,1.0,0.0,0.107001134,430.75,351.0625,0.275862069,18.625,3.44,3.61
5,lac1,1.0,1.0,0.0,0.234693778,397.8846154,407.8076923,0.896551724,22.73076923,4.0,4.0
5,lac1,1.0,0.0,0.0,0.173497222,398.3636364,347.0454545,0.379310345,55.72727273,3.98,4.0
5,lac1,1.0,0.0,0.0,0.10685833,456.4642857,316.7678571,0.965517241,20.96428571,3.79,3.18
5,lac1,0.0,0.0,0.0,0.6172032297499999,393.5789474,349.1578947,0.655172414,66.36842105,2.15,2.76
5,lac1,0.0,0.0,0.0,0.296888889,400.7142857,526.5238095,0.724137931,60.61904762,2.76,3.23
5,lac1,1.0,1.0,0.0,0.068976757,422.8275862,415.7068966,1.0,8.862068966,3.09,2.6
5,lac1,1.0,1.0,0.0,0.116625193,418.44,381.1,0.862068966,32.76,2.5,2.33
5,lac1,1.0,1.0,0.0,0.24006592,477.4285714,346.0535714,0.965517241,23.21428571,4.0,4.0
5,lac1,1.0,1.0,0.0,0.102371971,442.1071429,424.3392857,0.965517241,9.714285714,4.0,4.0
5,lac1,1.0,1.0,0.0,0.6172032297499999,272.1533165749999,514.0,0.413793103,93.47460591000001,2.98,3.56
5,lac1,1.0,1.0,0.0,0.100925926,361.4285714,430.9107143,0.965517241,15.28571429,3.52,3.26
5,lac1,1.0,1.0,0.0,0.433917942,330.4827586,439.7758621,1.0,37.79310345,3.56,2.98
5,lac1,1.0,0.0,0.0,0.6172032297499999,389.3846154,440.9615385,0.896551724,23.84615385,2.82,3.2
5,lac1,1.0,0.0,0.0,0.151092059,445.6071429,316.5178571,0.965517241,22.28571429,3.8,4.0
5,lac1,1.0,0.0,0.0,0.32468254,394.8666667,339.3333333,0.517241379,67.46666667,4.0,4.0
5,lac1,1.0,0.0,0.0,0.016258192,387.9285714,421.1964286,0.965517241,31.82142857,3.26,3.04
5,lac1,1.0,0.0,0.0,0.078486208,414.72,496.16,0.862068966,17.76,3.77,3.25
5,lac1,1.0,0.0,0.0,0.213579556,307.3461538,295.5384615,0.896551724,17.76923077,3.4,3.6
5,lac1,1.0,0.0,0.0,0.034796981,437.6206897,472.9655172,1.0,24.5862069,3.41,3.19
5,lac1,1.0,0.0,0.0,0.321985597,394.1428571,539.4821429,0.965517241,17.07142857,3.61,3.38
5,lac1,0.0,0.0,0.0,0.178527239,398.5,379.6,0.689655172,7.6,3.35,3.38
5,lac1,1.0,0.0,0.0,0.156791383,303.75,431.0625,0.275862069,11.875,3.22,1.38
5,lac1,1.0,1.0,0.0,0.436563935,463.9130435,366.0,0.793103448,30.60869565,3.71,3.77
5,lac1,1.0,1.0,0.0,0.191501235,352.8125,435.71875,0.551724138,37.5,2.33,3.5
5,lac1,1.0,0.0,0.0,0.110142361,370.5238095,451.6904762,0.724137931,27.76190476,3.76,3.38
5,lac1,1.0,1.0,0.0,0.173333714,378.25,460.7321429,0.965517241,38.21428571,3.21,2.49
5,lac1,1.0,1.0,0.0,0.084680213,361.4736842,395.7631579,0.655172414,19.89473684,3.74,3.48
5,lac1,1.0,1.0,0.0,0.094963152,445.5862069,313.4482759,1.0,31.89655172,3.74,3.74
5,lac1,1.0,0.0,0.0,0.32337236,430.0833333,497.0416667,0.413793103,22.33333333,3.79,3.41
5,lac1,1.0,1.0,1.0,0.271192444,378.0769231,497.0,0.896551724,21.65384615,3.29,2.47
5,lac1,1.0,1.0,1.0,0.171095994,388.8181818,493.1363636,0.75862069,13.77272727,3.21,2.6
5,lac1,1.0,1.0,1.0,0.6172032297499999,388.6428571,442.9642857,0.482758621,47.92857143,3.29,2.87
5,lac1,0.0,0.0,1.0,0.098627959,438.6296296,552.2777778,0.931034483,48.03703704,2.57,2.4
5,lac1,1.0,1.0,0.0,0.422895299,324.6296296,371.3333333,0.931034483,21.66666667,2.0,2.8
5,lac1,1.0,1.0,0.0,0.031395621,524.8913433750001,353.7758621,1.0,15.75862069,3.49,3.6
5,lac1,0.0,1.0,0.0,0.173230938,300.3793103,465.4137931,1.0,61.34482759,1.95,3.0
5,lac1,1.0,1.0,0.0,0.292521529,367.7916667,560.125,0.827586207,28.41666667,3.0,3.75
5,lac1,0.0,1.0,0.0,0.165656888,360.6896552,419.7068966,1.0,33.89655172,3.07,2.4
5,lac1,1.0,1.0,0.0,0.6172032297499999,383.32,531.98,0.862068966,26.28,3.0,3.6
5,lac1,1.0,1.0,0.0,0.226937459,398.9259259,442.3518519,0.931034483,21.48148148,3.39,3.6
5,lac1,1.0,1.0,0.0,0.170893327,460.5185185,324.5185185,0.931034483,24.85185185,3.57,2.6
5,lac1,1.0,1.0,0.0,0.245657552,349.3529412,473.9411765,0.586206897,14.41176471,3.39,3.8
5,lac1,1.0,1.0,0.0,0.134572889,326.5,369.2692308,0.896551724,34.80769231,3.25,3.4
5,lac1,1.0,1.0,0.0,0.15196464,399.8928571,358.8035714,0.965517241,17.39285714,2.67,3.13
5,lac1,1.0,1.0,0.0,0.137169995,360.6086957,419.0869565,0.793103448,23.08695652,3.79,4.0
5,lac1,1.0,0.0,0.0,0.10466447,431.2758621,352.362069,1.0,17.79310345,3.05,2.73
5,lac1,1.0,0.0,0.0,0.340234316,411.8636364,406.2727273,0.75862069,26.13636364,2.91,3.4
5,lac1,1.0,0.0,0.0,0.196002896,421.8928571,424.8214286,0.965517241,40.92857143,2.9,3.36
5,lac1,1.0,0.0,0.0,0.235472108,465.9285714,576.3641193625001,0.965517241,31.71428571,2.84,3.12
5,lac1,1.0,0.0,0.0,0.167170569,402.6521739,365.1956522,0.793103448,10.52173913,2.49,2.77
5,lac1,0.0,0.0,0.0,0.055016652,370.4482759,404.9310345,1.0,20.20689655,3.8,3.22
5,lac1,1.0,1.0,1.0,0.1557908,338.2916667,362.7916667,0.827586207,11.29166667,3.43,3.21
5,lac1,0.0,0.0,1.0,0.071669543,428.6296296,323.7777778,0.931034483,21.2962963,2.44,3.07
5,lac1,0.0,1.0,0.0,0.075134283,465.4482759,315.3275862,1.0,15.34482759,2.7,1.97
5,lac1,1.0,1.0,0.0,0.079280045,414.0689655,432.5,1.0,13.96551724,3.23,3.49
5,lac1,1.0,0.0,0.0,0.077541914,345.8928571,414.0714286,0.965517241,21.67857143,4.0,4.0
5,lac1,1.0,1.0,0.0,0.251342474,413.3793103,386.7068966,1.0,41.93103448,2.96,3.28
5,lac1,1.0,0.0,0.0,0.044951814,413.6206897,420.4310345,1.0,17.68965517,3.49,3.54
5,lac1,1.0,0.0,0.0,0.147337372,416.7241379,384.2413793,1.0,44.62068966,2.93,3.57
5,lac1,1.0,1.0,0.0,0.130785256,351.6296296,408.0555556,0.931034483,5.074074074,3.5,3.51
5,lac1,0.0,0.0,0.0,0.075138315,444.9130435,347.3913043,0.793103448,30.52173913,4.0,4.0
5,lac1,1.0,0.0,0.0,0.222430073,375.08,461.54,0.862068966,33.88,3.47,3.29
5,lac1,1.0,1.0,0.0,0.6172032297499999,335.8571429,576.3641193625001,0.724137931,72.66666667,3.27,3.03
5,lac1,1.0,0.0,0.0,0.150463081,392.2413793,387.0862069,1.0,23.31034483,4.0,4.0
5,lac1,0.0,0.0,0.0,0.064726474,357.0344828,446.7241379,1.0,47.06896552,2.0,1.5
5,lac1,1.0,0.0,0.0,0.493485612,348.0833333,430.3958333,0.827586207,22.08333333,2.6,3.08
3,uw2,1.0,0.0,2.0,0.032421125,402.9642857,294.8035714,1.0,23.39285714,3.552758621,3.27
1,lac2,1.0,1.0,1.0,0.6172032297499999,296.95,466.825,0.689655172,60.6,4.0,4.0
1,lac2,1.0,1.0,1.0,0.185261134,313.8695652,402.0217391,0.793103448,64.95652174,2.98,3.28
2,uw1,1.0,1.0,1.0,0.422244444,524.8913433750001,380.3333333,0.214285714,64.5,3.321428036,3.833333
2,uw1,1.0,1.0,1.0,0.138198222,406.8846154,358.8653846,0.928571429,39.38461538,3.426666267,3.476923
2,uw1,1.0,1.0,1.0,0.09267432,411.2666667,349.5333333,0.535714286,27.33333333,3.265517103,3.1
2,uw1,1.0,1.0,1.0,0.062150968,405.2142857,363.25,1.0,39.57142857,3.17999955,3.5
2,uw1,1.0,1.0,1.0,0.110143652,396.5,410.7678571,1.0,75.60714286,2.566666,2.992307
2,uw1,1.0,1.0,1.0,0.206592971,389.0,300.4666667,0.535714286,24.26666667,3.740740481,3.478571
2,uw1,1.0,1.0,1.0,0.048181299,434.0,343.3214286,1.0,8.642857143,3.6999995,3.192857
2,uw1,1.0,1.0,1.0,0.095797516,425.4642857,334.0535714,1.0,25.96428571,3.799999864,3.95
2,uw1,1.0,1.0,1.0,0.041141213,394.8928571,362.7142857,1.0,13.10714286,3.6999995,3.866666
2,uw1,0.0,1.0,1.0,0.397048414,469.5,473.8958333,0.857142857,31.29166667,3.126470529,2.728571
2,uw1,1.0,1.0,1.0,0.077292899,412.5555556,323.7962963,0.964285714,68.55555556,3.599999619,3.435714
2,uw1,1.0,1.0,1.0,0.061395464,408.5555556,397.1666667,0.964285714,34.51851852,3.499999667,3.466666
2,uw1,1.0,1.0,1.0,0.051161243,430.037037,436.7407407,0.964285714,43.33333333,3.65,3.527777
2,uw1,1.0,1.0,1.0,0.024217345,398.5,343.8392857,1.0,21.67857143,3.796551103,3.666666
2,uw1,1.0,1.0,1.0,0.23578075,377.5357143,423.5178571,1.0,86.28571429,3.78399956,3.753846
2,uw1,1.0,1.0,1.0,0.087243179,394.3928571,324.125,1.0,93.47460591000001,3.4875,3.646666
2,uw1,1.0,1.0,1.0,0.200582336,398.9166667,340.4166667,0.857142857,79.33333333,3.375,2.26923
2,uw1,1.0,1.0,1.0,0.6172032297499999,407.3214286,558.7142857,1.0,93.47460591000001,3.370967742,3.966666
2,uw1,1.0,1.0,1.0,0.047048889,498.9230769,452.9423077,0.928571429,24.88461538,3.249999679,3.076923
2,uw1,1.0,1.0,1.0,0.6172032297499999,390.4642857,366.1964286,1.0,63.67857143,3.351724138,2.690909
2,uw1,1.0,1.0,1.0,0.6172032297499999,367.8846154,499.6538462,0.928571429,93.47460591000001,3.279310103,3.766666
2,uw1,0.0,1.0,1.0,0.089126276,430.4285714,319.6428571,1.0,71.07142857,2.331817364,3.446153
2,uw1,0.0,1.0,1.0,0.23569239,392.8518519,390.4444444,0.964285714,42.2962963,3.6599998,3.533333
2,uw1,1.0,1.0,1.0,0.141548544,335.1785714,365.3214286,1.0,52.85714286,3.35599984,2.871428
2,uw1,0.0,1.0,1.0,0.113198826,369.2857143,329.5357143,1.0,93.47460591000001,2.7,3.0
2,uw1,0.0,1.0,1.0,0.02851547,471.3214286,303.8035714,1.0,12.57142857,3.543749469,3.517647
2,uw1,1.0,1.0,1.0,0.203303556,404.9615385,571.25,0.928571429,47.42307692,2.310344414,3.376923
2,uw1,1.0,1.0,1.0,0.215095743,374.8888889,419.2962963,0.964285714,23.37037037,2.249999462,2.870588
3,uw2,1.0,1.0,1.0,0.06082114,434.8571429,394.2321429,1.0,16.82142857,3.775,3.92
3,uw2,1.0,1.0,1.0,0.156672001,353.3214286,413.6964286,1.0,36.14285714,3.010952381,3.39
3,uw2,1.0,1.0,1.0,0.123791724,349.5714286,346.1071429,1.0,93.47460591000001,3.835909091,3.85
3,uw2,1.0,1.0,1.0,0.012224127,445.6428571,258.5892857,1.0,31.17857143,3.16,3.53
3,uw2,1.0,1.0,1.0,0.066671393,336.0416667,328.25,0.857142857,57.91666667,3.156818182,2.9
3,uw2,1.0,1.0,1.0,0.072580018,416.1785714,342.125,1.0,28.28571429,3.201111111,3.62
3,uw2,1.0,1.0,1.0,0.114567139,438.8928571,379.1785714,1.0,24.82142857,3.534444444,3.72
3,uw2,1.0,1.0,1.0,0.11494213,373.56,368.72,0.892857143,73.44,2.605714286,2.57
3,uw2,1.0,1.0,1.0,0.051178324,420.9166667,336.0416667,0.857142857,36.95833333,3.482173913,3.33
3,uw2,0.0,1.0,1.0,0.030177564,385.0357143,314.7857143,1.0,11.39285714,3.802083333,3.85
3,uw2,1.0,1.0,1.0,0.6172032297499999,405.2272727,392.3409091,0.785714286,31.59090909,2.9855,1.55
3,uw2,0.0,1.0,1.0,0.080024595,402.6,384.86,0.892857143,73.32,3.800454545,3.25
3,uw2,0.0,1.0,1.0,0.12400189,410.1111111,280.537037,0.964285714,50.37037037,3.662727273,3.35
3,uw2,0.0,1.0,1.0,0.6172032297499999,335.6296296,377.9259259,0.964285714,41.44444444,2.850714286,2.97
3,uw2,1.0,1.0,1.0,0.023310185,511.8,392.28,0.892857143,32.12,3.24,2.8
3,uw2,1.0,1.0,1.0,0.019544277,409.75,407.5178571,1.0,30.0,3.26,3.52
3,uw2,1.0,1.0,1.0,0.6172032297499999,414.7692308,426.7692308,0.928571429,70.07692308,3.426551724,3.37
1,lac2,0.0,0.0,1.0,0.6172032297499999,346.8095238,541.2619048,0.724137931,78.14285714,2.37,2.54
1,lac2,0.0,0.0,1.0,0.039987954,447.3793103,267.7758621,1.0,23.44827586,4.0,3.81
1,lac2,1.0,0.0,1.0,0.6172032297499999,272.1533165749999,576.3641193625001,0.793103448,80.82608696,3.58,2.55
1,lac2,0.0,0.0,1.0,0.6172032297499999,320.952381,471.6666667,0.724137931,18.28571429,4.0,3.63
2,uw1,1.0,0.0,1.0,0.031665845,329.037037,389.2222222,0.964285714,50.88888889,3.627272545,3.5
2,uw1,0.0,0.0,1.0,0.210721689,388.1785714,372.8571429,1.0,69.32142857,3.629166333,3.466666
2,uw1,0.0,0.0,1.0,0.067465972,422.6666667,285.547619,0.75,11.76190476,3.434482069,3.483333
2,uw1,0.0,0.0,1.0,0.272334222,405.8461538,334.9615385,0.928571429,34.69230769,3.5249996,3.4
2,uw1,0.0,0.0,1.0,0.6172032297499999,368.0434783,382.6304348,0.821428571,48.52173913,2.8999996,3.15
2,uw1,1.0,0.0,1.0,0.083661748,402.28,404.64,0.892857143,65.28,3.3499995,3.76923
2,uw1,1.0,0.0,1.0,0.6172032297499999,474.9259259,445.4814815,0.964285714,59.07407407,3.896774032,4.0
2,uw1,1.0,0.0,1.0,0.129168381,419.4736842,373.2631579,0.678571429,51.10526316,3.925806129,3.888888
2,uw1,0.0,0.0,1.0,0.142839826,414.2962963,380.7222222,0.964285714,26.85185185,3.58749975,3.65
2,uw1,1.0,0.0,1.0,0.138447266,391.3529412,396.6176471,0.607142857,36.29411765,2.738461154,2.35
2,uw1,0.0,0.0,1.0,0.057496302,351.4814815,376.3148148,0.964285714,93.47460591000001,3.681818,3.95
2,uw1,1.0,0.0,1.0,0.091071864,439.7142857,280.125,1.0,29.85714286,3.608695435,3.73125
3,uw2,1.0,0.0,1.0,0.370200694,362.2857143,319.5952381,0.75,82.57142857,2.9484,2.64
3,uw2,0.0,0.0,1.0,0.121005506,413.7407407,432.1851852,0.964285714,44.03703704,3.048181818,3.67
3,uw2,0.0,0.0,1.0,0.089489026,411.6428571,445.2321429,1.0,37.85714286,3.455,2.97
3,uw2,1.0,0.0,1.0,0.187559823,446.1785714,364.6071429,1.0,84.82142857,3.13,3.0
3,uw2,0.0,0.0,1.0,0.566819845,421.7857143,441.1785714,1.0,35.67857143,3.0425,3.53
3,uw2,1.0,0.0,1.0,0.162916095,395.3571429,373.9821429,1.0,34.67857143,3.7,3.32
3,uw2,0.0,0.0,1.0,0.102869989,360.75,374.9642857,1.0,51.57142857,2.206363636,2.54
3,uw2,1.0,0.0,1.0,0.407269965,438.0,402.1666667,0.321428571,25.88888889,3.563214286,4.0
3,uw2,1.0,0.0,1.0,0.017128487,438.4642857,313.6785714,1.0,30.21428571,3.818,3.63
3,uw2,0.0,0.0,1.0,0.039699741,383.7142857,383.4107143,1.0,53.89285714,2.961363636,3.45
3,uw2,0.0,0.0,1.0,0.0188344,438.6428571,266.75,1.0,23.71428571,3.728181818,3.5
3,uw2,0.0,0.0,1.0,0.136234187,404.3928571,332.125,1.0,61.07142857,2.99625,1.8
3,uw2,1.0,0.0,1.0,0.189820911,425.7857143,350.5892857,1.0,29.82142857,3.735,3.4
3,uw2,0.0,0.0,1.0,0.376458333,357.3333333,402.0,0.321428571,18.22222222,3.149333333,2.5
3,uw2,0.0,0.0,1.0,0.021804401,507.1,322.1,0.714285714,19.85,3.7075,3.1
3,uw2,0.0,0.0,1.0,0.199746817,447.56,400.04,0.892857143,44.16,3.4136,3.47
3,uw2,1.0,0.0,1.0,0.172469221,386.2,337.9,0.714285714,47.8,3.456,3.15
3,uw2,1.0,0.0,1.0,0.121737558,384.6,341.88,0.892857143,58.96,3.075,2.46
3,uw2,1.0,0.0,1.0,0.152323579,417.1785714,361.0714286,1.0,70.60714286,2.617058824,3.35
3,uw2,0.0,0.0,1.0,0.051465478,509.2857143,405.1607143,1.0,33.46428571,3.155769231,3.47
4,nh,1.0,1.0,1.0,0.131812657,456.5666667,385.4333333,1.0,51.03333333,3.333166667,3.666833333
4,nh,0.0,0.0,1.0,0.209351852,429.6071429,425.3392857,0.933333333,59.67857143,3.166666667,3.5
4,nh,1.0,1.0,1.0,0.052274078,419.9,310.9,1.0,57.0,2.9334,3.277833333
4,nh,1.0,0.0,1.0,0.265968809,273.9166667,455.75,0.8,30.5,2.8002,3.4668
4,nh,1.0,0.0,1.0,0.083405668,356.8333333,414.4166667,1.0,45.76666667,3.3334,3.2666
4,nh,1.0,1.0,1.0,0.079217532,384.2,369.4833333,1.0,52.33333333,3.722166667,3.722333333
4,nh,1.0,0.0,1.0,0.161342456,327.5185185,362.2037037,0.9,39.74074074,3.6666,3.809571429
4,nh,1.0,0.0,1.0,0.100262667,275.8461538,382.0961538,0.866666667,40.84615385,3.055666667,3.333333333
1,lac2,1.0,1.0,0.0,0.171855513,315.6206897,436.1896552,1.0,18.48275862,3.2,3.63
3,uw2,1.0,1.0,0.0,0.096448331,480.6071429,327.4642857,1.0,23.82142857,3.140833333,2.8
1,lac2,1.0,1.0,0.0,0.050011917,370.037037,500.3333333,0.931034483,11.74074074,4.0,3.76
1,lac2,1.0,1.0,0.0,0.047560282,406.76,359.48,0.862068966,49.72,4.0,3.55
1,lac2,0.0,1.0,0.0,0.163861762,272.1533165749999,398.2352941,0.586206897,93.47460591000001,3.0,3.59
1,lac2,1.0,1.0,0.0,0.6172032297499999,411.8518519,532.1111111,0.931034483,26.14814815,3.8,3.46
1,lac2,0.0,1.0,0.0,0.153815746,408.1111111,354.037037,0.931034483,71.62962963,3.17,3.5
1,lac2,1.0,1.0,0.0,0.415880067,430.125,471.7083333,0.827586207,19.41666667,4.0,3.61
1,lac2,1.0,1.0,0.0,0.10691358,357.72,431.52,0.862068966,35.4,4.0,3.44
1,lac2,1.0,1.0,0.0,0.045117932,402.1481481,444.2777778,0.931034483,52.88888889,3.79,4.0
1,lac2,1.0,1.0,0.0,0.188245111,367.7586207,425.2931034,1.0,10.55172414,3.57,3.81
1,lac2,1.0,1.0,0.0,0.6172032297499999,366.4074074,406.2037037,0.931034483,35.62962963,3.7,3.57
1,lac2,1.0,1.0,0.0,0.109858667,455.6153846,434.0961538,0.896551724,23.5,4.0,4.0
1,lac2,1.0,1.0,0.0,0.6172032297499999,330.8947368,551.2105263,0.655172414,40.31578947,2.92,3.12
1,lac2,1.0,1.0,0.0,0.347546667,406.7307692,391.3653846,0.896551724,10.96153846,3.74,3.81
1,lac2,1.0,1.0,0.0,0.024228014,455.4285714,308.4821429,0.965517241,26.89285714,3.48,2.98
1,lac2,1.0,1.0,0.0,0.540711111,299.0952381,414.952381,0.724137931,28.28571429,4.0,4.0
1,lac2,1.0,1.0,0.0,0.173659556,343.0769231,493.5192308,0.896551724,24.5,3.07,4.0
1,lac2,1.0,1.0,0.0,0.464511111,398.0,502.7272727,0.379310345,19.0,4.0,4.0
1,lac2,1.0,1.0,0.0,0.6172032297499999,283.1111111,576.3641193625001,0.620689655,30.72222222,3.81,3.56
1,lac2,1.0,1.0,0.0,0.134137327,338.6785714,424.4285714,0.965517241,13.89285714,3.4,3.81
1,lac2,1.0,1.0,0.0,0.125710841,427.28,487.52,0.862068966,46.16,3.76,3.72
1,lac2,1.0,1.0,0.0,0.124438657,397.9230769,374.5769231,0.448275862,58.76923077,3.6,4.0
1,lac2,1.0,1.0,0.0,0.197647843,413.7857143,408.0,0.965517241,47.14285714,3.79,3.0
1,lac2,1.0,1.0,0.0,0.062386671,373.88,383.36,0.862068966,34.52,3.29,3.28
1,lac2,1.0,1.0,0.0,0.610249433,452.5333333,407.0666667,0.517241379,82.26666667,4.0,4.0
